company_name,registered,company_age,valid_address,domain_age,listed_in_gov_db,has_audited_reports,is_fraud
Horne and Sons,1,12,1,19,1,1,0
Livingston-Robinson,0,8,0,1,1,1,1
Richards Ltd,1,29,0,17,1,0,0
"Baker, Roberson and Johnson",0,40,0,6,0,0,1
White-Hicks,1,41,1,4,0,1,0
"Fox, Cruz and Lyons",1,23,1,8,1,0,1
White-Lewis,1,11,0,19,1,1,1
Johns PLC,0,50,1,1,1,1,1
Calhoun Ltd,1,0,0,20,1,1,0
"Miller, Campbell and Rodriguez",1,11,0,8,0,1,0
"Rodriguez, Barber and Gallegos",1,0,1,14,1,0,1
Hart Ltd,0,24,1,8,1,1,0
Graham and Sons,0,22,1,6,1,1,0
"Wilson, Wilkins and Henry",0,8,1,9,1,1,0
Stanton Ltd,1,49,1,16,1,1,0
Summers Ltd,1,35,1,19,0,0,1
Moran Ltd,0,46,0,10,0,0,1
Moore-Palmer,0,32,1,3,0,1,1
Sweeney PLC,1,10,1,17,1,0,0
Valentine PLC,1,45,1,0,1,0,0
"Frank, Wang and Navarro",0,33,0,17,1,1,1
"Lewis, Wilson and Payne",0,28,1,4,0,1,1
"Russell, Pearson and Gonzalez",1,50,1,3,0,1,1
Anderson-Shelton,1,5,1,7,0,1,1
Davis-Kaiser,1,6,1,17,0,0,0
"Hall, Garrett and Allison",1,7,1,9,1,1,0
Davis and Sons,0,2,0,8,0,1,1
Guerra-Rodriguez,0,31,1,15,1,1,1
Rice and Sons,0,3,1,18,0,1,1
"Stewart, Smith and Williams",1,46,1,13,1,0,0
Michael and Sons,1,20,0,8,0,1,0
"Gonzalez, Henderson and Jones",1,36,1,18,1,1,0
Hartman PLC,0,21,1,2,1,0,1
"Baird, Gray and Crawford",1,28,1,2,1,1,0
Jackson PLC,1,25,1,18,0,1,0
"Brown, Allen and Richardson",1,33,1,12,1,1,1
Mendoza-York,1,36,1,14,1,1,0
Jackson PLC,1,10,1,20,0,1,1
Thomas-Flores,0,10,1,20,1,0,1
Price and Sons,1,17,1,11,1,0,1
Becker-Andrade,1,7,1,4,0,1,1
"Hoffman, Grant and Johnson",1,3,0,17,0,0,0
Levy PLC,1,39,0,10,1,1,0
Blankenship Group,1,41,1,20,0,0,1
"Middleton, Williams and Smith",1,3,1,14,1,0,0
Haynes Ltd,0,26,1,20,1,0,0
Gonzalez Ltd,1,7,1,18,0,1,0
Velazquez-Koch,0,41,0,8,0,0,1
Graham-Padilla,1,1,1,0,0,1,0
Roberts LLC,0,48,0,13,0,0,1
Rivera Group,0,44,1,5,1,0,1
Terrell-Hernandez,0,6,0,14,0,0,1
Johnson Group,0,17,1,9,1,0,0
"Kidd, Moyer and Rogers",1,36,1,0,1,0,0
"Archer, Wood and Taylor",0,40,1,3,1,0,1
"Barker, Black and Williams",0,46,1,10,1,1,0
"Holland, Bond and Becker",1,14,0,13,1,1,0
"Herrera, Stokes and Kelley",1,40,0,8,1,1,1
Williams-Jordan,1,36,1,3,0,0,1
Sanders-Harris,1,25,1,6,0,0,0
Rios-Trujillo,0,18,0,14,1,1,1
Maynard-Phelps,1,4,0,4,0,1,1
"Patterson, Johnson and Young",0,39,1,17,0,1,1
King-Jones,1,20,1,7,1,1,1
Jones PLC,1,14,1,5,1,0,0
Robertson-Trevino,0,19,1,5,1,0,0
Rios-Williams,1,32,0,12,1,1,0
"Young, Dixon and Miller",0,7,0,11,1,1,1
Johnson Ltd,1,27,1,10,0,1,0
"Kelly, Rivera and Rogers",1,8,1,18,0,1,0
Miles-Roman,1,50,0,5,0,0,1
Pollard-Aguirre,1,0,1,19,1,0,0
Berger PLC,0,36,1,6,1,0,0
"Stuart, Woods and Carter",1,7,0,9,0,1,0
Singh-Mitchell,1,47,0,9,1,0,1
Taylor-Rose,1,21,1,5,1,1,0
Holmes-Smith,1,0,1,14,1,1,1
Mckenzie and Sons,0,36,1,16,1,1,0
Abbott-Castillo,0,20,0,11,0,0,1
"Patton, Watson and Todd",1,46,1,2,1,1,1
Mccullough-Mathis,0,20,0,6,1,0,0
Fitzgerald-Anderson,1,33,0,12,1,0,0
Quinn-Morgan,1,43,1,18,0,1,1
"Williams, Higgins and Lawson",1,47,0,7,0,0,1
Rodriguez-Mejia,0,29,0,12,1,0,1
Collins-Silva,0,26,0,0,1,0,1
Hood-Mason,1,9,1,1,1,1,1
Rich-Tucker,0,9,0,8,0,1,1
"Taylor, Mendez and Nguyen",0,21,1,10,1,0,1
"Lee, Martin and Wallace",0,33,0,8,1,0,1
Turner LLC,1,24,1,13,0,0,1
Schneider Group,0,5,0,5,0,0,1
"Gordon, Mcmahon and Hughes",1,27,0,8,1,1,0
Peterson LLC,0,21,0,18,0,0,1
"Stewart, Smith and Williams",1,46,1,13,1,0,0
"Walsh, Martinez and Curry",1,42,1,19,0,1,1
Martinez Inc,1,9,0,6,0,0,1
Aguilar and Sons,1,29,1,19,1,0,1
Powell Group,1,46,0,19,1,1,0
"Bennett, Kirk and Melendez",0,14,0,19,1,1,1
Roberts Inc,1,38,1,14,0,1,0
Bird and Sons,1,22,0,3,1,0,0
Barrett LLC,0,26,0,10,1,1,1
"Liu, Butler and Foster",1,24,0,17,0,0,1
Kirby-Allison,1,20,1,1,0,1,1
Perkins Ltd,1,27,1,15,1,1,0
Graham-Padilla,1,1,1,0,0,1,0
"Miller, Cameron and Edwards",1,47,0,13,1,1,1
Smith-Moran,0,30,0,13,0,1,0
Freeman LLC,1,29,0,3,0,0,0
Bolton PLC,1,15,1,11,1,1,0
Butler-Johnson,0,9,1,12,1,1,0
Rogers-Hart,1,50,0,9,0,0,1
Paul LLC,1,24,1,6,0,0,0
Becker PLC,1,34,1,2,1,1,0
"Vasquez, Blankenship and Jones",0,41,0,16,1,0,1
Dominguez-Jones,1,50,1,9,1,0,0
Meza-Johnson,0,39,0,16,0,0,1
Carpenter-Evans,1,45,1,6,1,1,0
Tucker-Cobb,1,6,1,20,1,1,0
"Powell, Buckley and Taylor",1,16,0,14,1,1,0
Rose-Morales,1,21,1,6,1,1,0
Garcia Inc,0,29,1,15,0,1,1
Smith-Dunn,1,24,1,12,0,1,1
Schroeder-Gonzalez,0,46,1,11,0,0,1
Robertson-Trevino,0,19,1,5,1,0,0
Moore-Gutierrez,1,11,0,8,0,0,1
Perez Ltd,1,5,0,2,0,1,1
"Carpenter, Curtis and Wagner",0,19,0,0,0,0,1
Mcneil-Adams,1,9,0,1,0,1,1
Mckenzie and Sons,0,36,1,16,1,1,0
Mitchell Ltd,1,8,1,7,0,1,1
White PLC,1,26,1,6,0,1,1
Harper-Barker,1,13,0,20,0,0,1
Freeman LLC,1,29,0,3,0,0,0
Avery Ltd,0,37,1,14,1,1,1
Jones Inc,1,40,0,16,0,1,1
Smith-Peterson,0,50,1,14,1,1,0
Frost Inc,1,43,1,7,0,0,0
"Richardson, Powell and Pace",1,43,1,10,0,1,1
Mcdaniel-Mcfarland,0,42,0,3,1,1,0
Leblanc Ltd,1,18,1,0,1,1,0
Johnson LLC,1,50,0,5,1,0,0
"Weeks, Mahoney and Martin",1,49,0,18,0,1,1
Walker Ltd,1,31,1,6,1,1,0
"Mccarty, Robertson and Pacheco",1,1,1,9,0,1,1
"Norris, Kelly and Roberson",1,50,0,0,1,1,0
"Hardy, Jones and Mejia",1,4,1,11,0,1,0
Smith Ltd,1,39,1,6,1,1,0
Tucker-Cobb,1,6,1,20,1,1,0
Smith Inc,1,5,0,6,0,1,0
Perez-Barker,1,50,1,14,1,1,1
Adams-Butler,0,49,0,15,0,0,1
Brown-Barber,0,47,1,16,1,0,1
"Reyes, Brown and Haynes",0,46,0,10,0,1,1
Perez-Smith,0,18,1,20,1,0,0
"Moore, Gomez and Adams",1,6,1,10,0,1,0
Howard-Sullivan,0,46,0,19,1,0,1
Turner-Lane,0,43,0,17,0,1,1
"Butler, Briggs and Campbell",1,4,1,7,0,1,1
Trujillo Inc,0,41,1,8,1,1,0
"James, Burton and Kennedy",1,9,1,9,0,1,0
Evans-Calhoun,1,14,1,10,0,0,1
Brown PLC,0,33,1,7,1,1,0
"Chaney, Evans and Miller",1,39,0,2,0,0,1
Peterson-Alexander,1,27,0,1,1,1,1
"Pittman, French and Williams",1,42,0,5,1,1,1
Carpenter-Evans,1,45,1,6,1,1,0
"Dean, Smith and Klein",1,18,1,12,1,1,0
Rice PLC,0,33,1,20,1,1,0
"Walker, Vasquez and Brown",0,26,0,14,1,0,1
Williams-Morgan,1,14,0,7,0,0,0
"Howard, Kim and Webb",0,26,0,16,1,1,1
Berger Ltd,0,40,0,6,1,1,1
Carroll-Carter,0,7,0,5,1,0,1
"Kidd, Moyer and Rogers",1,36,1,0,1,0,0
"Fisher, Ferguson and Schmitt",1,47,0,17,1,1,0
Harrison Inc,0,49,1,19,0,1,0
Peterson Group,0,27,0,19,1,0,1
"Jackson, Green and Robles",0,39,1,19,1,1,0
Andrews-Ramsey,0,18,1,6,0,0,1
Larson-Daniel,1,5,1,2,1,1,0
Phillips LLC,1,8,0,0,0,1,1
"Miranda, Molina and Watts",0,14,0,15,1,0,1
Rios Ltd,1,24,0,9,1,0,0
Mitchell Ltd,0,45,0,6,1,1,0
Ritter LLC,1,39,1,4,1,0,0
Underwood Inc,1,19,0,11,1,0,1
Nelson Ltd,0,28,1,11,1,0,1
"Armstrong, Turner and Lee",1,26,1,2,1,0,1
Reed-Sanchez,0,40,0,12,1,1,1
Evans Ltd,0,32,1,3,0,0,1
Warren-Lawson,0,22,0,0,1,0,1
King and Sons,1,43,1,20,0,1,0
"Arellano, Barron and Anderson",0,17,1,11,1,0,1
"Harris, Richard and Campbell",0,22,1,7,1,1,1
Rodgers Ltd,0,11,1,11,0,0,1
Bates Group,0,19,0,1,0,1,1
"Harrington, Carroll and Wood",1,20,1,18,0,1,0
Taylor and Sons,0,34,1,0,0,1,0
"Crawford, King and Allison",1,22,0,5,1,1,0
Grant-Hill,1,18,1,0,0,1,1
Ross PLC,0,9,1,8,1,1,0
"Hurley, Krueger and Schwartz",0,1,0,5,0,1,1
"Levy, Santana and Mccullough",1,38,1,3,0,1,1
"Short, Keller and Berry",1,26,0,2,1,1,0
Pollard LLC,1,48,1,18,1,0,1
"Ashley, Robles and Carter",1,27,0,5,1,0,1
"Jones, Golden and Williams",0,26,0,19,1,1,0
"Cruz, Johnson and Robertson",0,35,0,4,1,1,0
"Pope, Moreno and Zavala",0,23,1,15,1,1,1
Crawford-Warren,1,28,1,11,1,0,0
Orozco LLC,0,40,1,18,1,1,0
Jackson Ltd,0,3,0,10,0,1,1
Harper and Sons,0,50,1,4,1,1,1
"Dean, Smith and Klein",1,18,1,12,1,1,0
"Archer, Boyd and Gordon",1,48,1,8,0,1,0
"Keller, Sullivan and Black",1,26,0,5,1,1,0
Lee-Thomas,1,30,1,1,1,1,0
Krause and Sons,1,2,1,13,1,1,0
Knight-Allison,0,25,1,2,1,1,1
"Nguyen, Black and Griffin",1,37,1,12,1,1,0
Dunlap PLC,1,18,0,15,0,1,0
Smith-Kelley,1,27,1,4,0,1,1
"Gordon, Mcmahon and Hughes",1,27,0,8,1,1,0
Stone-Davis,1,13,1,17,0,1,0
"Young, Foster and Young",1,16,0,16,0,1,0
Foster Inc,1,5,1,17,0,1,0
Gross-Woods,1,17,1,3,1,0,0
"Cross, Pham and Nguyen",1,6,0,3,1,1,0
Ray Inc,0,31,1,5,1,0,0
Davis-Sharp,0,40,1,11,1,1,0
Simpson-Becker,0,16,1,3,1,0,1
Michael and Sons,1,20,0,8,0,1,0
"Jones, Ryan and Carter",0,17,1,10,1,1,0
Wilkerson-Diaz,1,43,1,8,1,1,0
Jones Group,1,41,0,1,1,1,1
"Ward, Smith and Williams",1,8,1,19,1,1,0
"Carrillo, Fernandez and Davis",1,5,0,11,1,0,0
Nicholson Inc,1,38,0,20,0,0,1
"Jackson, Nunez and Williams",1,46,0,6,1,0,0
Nichols-Perez,1,13,1,11,0,0,0
Berg-Reynolds,1,30,1,10,1,1,0
"Lee, Edwards and Brown",1,11,0,11,0,0,1
Bryant-Powers,0,8,1,0,1,1,1
White Ltd,0,0,0,14,0,0,1
"Richard, Moss and Frost",1,24,0,9,1,0,1
Wilson-Barajas,1,22,0,12,1,0,1
Simmons Ltd,1,31,1,9,1,1,0
"Williams, Bryant and Fuller",1,47,1,3,0,1,0
Webster Group,0,18,1,8,1,1,0
Carpenter-Bryant,1,28,1,20,1,0,1
Smith-Peterson,0,50,1,14,1,1,0
Torres Ltd,0,15,1,9,0,0,1
"Arnold, Adams and Chan",1,50,0,7,0,1,1
Hicks LLC,0,13,1,2,0,1,1
Young and Sons,1,22,1,18,0,1,1
Martinez PLC,0,4,1,18,0,1,1
Morris-Perez,0,18,1,17,0,1,1
White-Robinson,1,29,1,4,1,1,0
Morales LLC,1,28,1,13,1,1,1
Paul-Riley,1,26,1,14,0,0,1
Dyer LLC,1,11,1,5,1,1,0
"Warren, Velasquez and Thornton",0,6,0,9,1,0,1
Sherman-Rivera,1,17,1,7,1,0,1
Miller PLC,0,20,1,15,1,0,1
Lambert PLC,1,19,1,15,1,0,1
Jackson PLC,1,25,1,18,0,1,0
Berg-Reynolds,1,30,1,10,1,1,0
Rivera-Harris,0,8,1,16,1,0,1
Fritz and Sons,0,22,1,20,0,1,1
Reyes Ltd,0,33,1,4,1,1,1
"Miles, Wong and Snow",1,50,1,18,1,0,0
Long-Snow,1,25,0,11,0,1,1
Calhoun Ltd,1,0,0,20,1,1,0
"Willis, Lester and Rios",0,35,0,20,1,0,1
"Kelly, Rivera and Rogers",1,8,1,18,0,1,0
"Holland, Bond and Becker",1,14,0,13,1,1,0
"Mooney, Knight and Giles",1,47,0,2,0,1,1
"Avila, Perez and Gutierrez",1,35,1,12,0,0,1
"Johnson, Hernandez and Reyes",0,46,0,12,1,1,1
"Cain, Gallegos and Murphy",1,33,1,17,0,0,1
Mcgee and Sons,0,25,1,5,0,0,1
Jones Ltd,1,27,1,11,1,0,1
"Webb, Green and Robinson",1,36,1,13,1,0,0
"Duran, Sanders and Roth",0,32,1,0,1,1,1
Mccall and Sons,1,46,1,20,0,1,0
"Green, Wolf and Wilson",1,12,0,19,1,0,1
Kim-Luna,1,24,1,2,0,0,1
"Gallagher, Moore and Holt",1,9,0,6,1,1,1
Price-Martinez,0,28,0,8,0,0,1
"Rodriguez, Norton and Sanford",0,10,0,12,1,0,1
Smith LLC,1,18,1,3,1,1,0
Mendoza Group,0,11,0,0,1,0,1
Lee-Thomas,1,30,1,1,1,1,0
"Perez, Robertson and Griffin",1,5,1,12,1,0,0
"Coleman, Schultz and Nelson",0,6,1,8,1,0,1
Sweeney PLC,1,10,1,17,1,0,0
Leon-Gardner,0,19,1,11,1,1,0
"Banks, Zavala and Mora",0,33,1,6,1,0,1
White-Mack,1,43,1,2,1,0,1
Ford Inc,1,20,0,12,1,0,1
"Hampton, Kelly and Smith",0,39,0,20,1,1,0
"Savage, Alexander and Day",1,39,0,8,0,1,1
"Kelley, King and Flores",1,0,0,11,1,1,1
Ford Ltd,1,24,0,3,1,1,0
"Stevens, Thomas and Rodriguez",1,15,0,13,1,0,1
"Goodman, Scott and Brooks",1,38,0,6,0,1,1
Horton Ltd,1,26,1,16,0,0,1
Bailey Ltd,1,24,1,10,0,0,0
Baxter-Collins,1,38,1,4,1,0,0
"Rodriguez, Cummings and Watson",0,15,0,10,1,0,1
Johnson Group,0,17,1,9,1,0,0
Johnson and Sons,0,42,0,13,0,1,1
Thompson Ltd,0,20,1,2,1,0,0
"Higgins, Edwards and Lowery",1,43,1,19,0,0,1
Davis-Pratt,0,32,0,4,1,1,1
Taylor-Rose,1,21,1,5,1,1,0
Owen LLC,1,7,0,11,1,1,0
"Yang, Garcia and Mcpherson",1,22,0,17,1,1,1
Dennis-Williams,1,49,1,1,0,0,1
Hicks-Bailey,0,0,1,5,0,0,1
Baker and Sons,1,9,1,16,1,1,0
"Thomas, Williams and Perez",0,38,0,12,0,1,1
Greene-Howard,1,24,0,11,1,1,1
"Alexander, White and Gallegos",1,35,1,10,1,0,1
Reilly Inc,1,4,0,6,0,0,1
Perkins LLC,0,22,0,11,1,0,1
"Rice, Bridges and Lewis",0,26,0,10,0,1,1
Bray Inc,1,9,1,11,0,0,1
Martin Ltd,0,10,0,3,1,1,1
Wong-Johnson,0,26,1,14,1,1,1
Wood-Gray,1,8,1,4,0,1,1
"Acosta, Obrien and Padilla",1,5,0,3,0,1,1
"Alexander, Briggs and Jones",0,4,1,17,1,0,0
Dean PLC,1,3,1,20,1,0,0
Gray Inc,1,17,1,6,1,0,0
"Robinson, Johnson and Nichols",1,25,0,10,1,1,0
Thomas-Stephenson,1,50,0,12,1,1,1
"Edwards, Mitchell and Scott",1,48,1,14,1,0,1
Petersen PLC,1,39,1,1,1,1,0
"Trujillo, Perry and Lyons",0,23,1,3,0,0,0
Oneill Ltd,1,37,0,16,0,0,1
Spencer-Edwards,1,43,1,14,1,1,1
"Gonzalez, Parker and Keller",1,37,0,4,1,1,0
White-Richmond,1,23,0,20,1,0,1
"Watson, Smith and Decker",0,2,1,1,1,1,1
Smith Inc,1,5,0,6,0,1,0
Murray Ltd,0,0,1,10,1,1,1
Smith LLC,1,18,1,3,1,1,0
Schmidt-Neal,1,16,0,12,0,1,0
Odonnell-Martin,0,48,0,16,0,0,1
Robinson PLC,1,23,1,0,1,1,1
Powell and Sons,1,44,1,17,0,0,1
"Dennis, Lee and Morris",1,18,0,15,0,1,1
"Schwartz, Barrett and Hernandez",0,39,1,20,0,1,1
Johnson and Sons,0,17,0,12,1,0,1
Smith and Sons,1,46,1,12,0,1,0
"Kim, Watkins and Thomas",1,45,0,15,1,0,0
"Murray, Martinez and Mitchell",1,15,0,6,1,0,1
Solomon Inc,0,45,0,11,0,0,1
Cowan-Burke,1,8,1,10,0,1,0
Reyes Group,1,40,1,2,0,1,1
Jones and Sons,0,8,0,8,0,1,1
Patel LLC,1,39,0,20,1,1,1
Conley-Bond,1,48,0,2,1,1,1
"Duncan, Peters and Key",0,47,1,2,0,0,1
Curtis Inc,1,50,0,1,1,1,1
Wilkerson-Diaz,1,43,1,8,1,1,0
Brown PLC,0,33,1,7,1,1,0
"Pope, Kirby and Garner",0,21,1,4,0,1,1
"Johnson, Bullock and Warren",0,50,1,13,1,0,1
Santiago PLC,1,38,0,4,1,0,1
Adams PLC,0,16,1,15,1,1,0
Little and Sons,1,7,0,0,0,1,1
Espinoza and Sons,1,18,0,0,1,1,0
Stewart LLC,1,50,0,10,1,0,1
"Watson, Lopez and Vazquez",0,44,1,14,1,1,0
Smith-Wolfe,1,11,1,10,1,0,0
Anderson-Snyder,1,12,0,9,1,1,0
Wright Inc,1,49,0,20,1,0,1
Matthews-Miranda,0,7,1,2,0,1,1
Berry Inc,1,11,1,16,1,1,0
"Williamson, Brooks and Ortiz",0,15,0,10,1,0,1
Jones-Deleon,1,33,1,5,1,0,0
Mccormick-Pierce,0,18,1,4,0,1,1
Webb Group,1,49,0,17,1,0,0
"Hunt, Armstrong and Villanueva",1,31,0,16,1,0,1
"Harvey, Forbes and Baker",0,32,0,13,0,0,1
Davis-Mueller,1,10,0,3,0,1,1
"Salinas, Davis and Ware",1,25,1,18,0,0,0
"Gonzalez, Henderson and Jones",1,36,1,18,1,1,0
Mccall and Sons,1,46,1,20,0,1,0
Stanton Ltd,1,49,1,16,1,1,0
"Buchanan, Espinoza and Reed",1,37,1,17,0,1,1
Thomas-Cook,0,30,1,1,1,1,1
"Chapman, Myers and Guerrero",1,0,0,17,0,0,1
Carter-Stevens,1,31,0,5,0,1,1
Owens-Orr,1,23,1,17,1,1,0
Patterson PLC,0,27,0,5,1,0,1
Raymond and Sons,0,48,1,14,1,1,1
Sweeney PLC,1,10,1,17,1,0,0
Preston and Sons,0,6,1,8,1,0,0
"Ramos, Riley and Baxter",1,10,1,18,1,0,1
"Morgan, Walker and Cohen",1,10,1,19,1,1,0
Dyer LLC,1,38,1,6,1,0,1
Sellers-Parker,0,36,1,3,0,1,1
Hopkins Inc,1,27,1,5,0,1,1
"Soto, Bell and West",0,21,1,7,1,0,1
Miller-Marquez,1,38,1,19,1,1,0
Burke-Boyd,0,21,1,10,0,1,1
"Scott, Lamb and Williams",0,7,1,7,0,0,1
"Blackburn, Williams and Logan",0,17,1,16,0,1,1
"Curry, Alexander and Baker",1,10,0,13,1,1,1
Schmidt-Neal,1,16,0,12,0,1,0
"Hull, Evans and Moyer",1,41,0,1,1,0,1
Martin Inc,1,15,0,11,1,1,0
Watson-Kennedy,0,38,0,12,1,0,1
Williamson Ltd,0,40,0,1,0,0,1
Cooke Ltd,0,37,0,19,1,0,1
Stevens LLC,0,50,1,4,1,1,0
"Mitchell, Rogers and Navarro",0,21,0,13,1,0,1
Montgomery-Christian,0,24,1,6,0,0,1
Soto-Kerr,1,24,0,12,1,1,1
Bailey Ltd,1,24,1,10,0,0,0
Mcneil Inc,1,15,1,13,1,1,0
Ritter LLC,1,39,1,4,1,0,0
"Barr, Oneal and Bass",1,29,1,8,0,1,0
Rice PLC,0,33,1,20,1,1,0
Murphy LLC,0,44,1,1,1,0,0
"Anderson, Evans and Jimenez",1,34,1,19,0,0,1
Sutton Group,0,16,1,17,1,0,1
"Hobbs, Norton and Burns",1,49,0,16,1,1,0
Myers Ltd,1,35,1,0,0,0,1
"Crosby, Price and Salazar",1,30,1,1,0,1,0
"Waller, Castillo and Franklin",0,27,0,9,1,1,0
Stephens-Pratt,1,3,0,2,1,0,0
Armstrong-Morton,1,2,1,5,1,1,0
Moore LLC,0,17,0,2,0,1,1
Taylor Group,1,41,0,17,0,0,1
Morgan and Sons,1,13,1,10,1,0,0
Dyer LLC,1,11,1,5,1,1,0
Hayes-Hicks,0,44,1,5,0,1,0
Meyer Inc,1,44,0,8,1,1,1
"James, Gonzalez and Martinez",1,14,1,18,1,1,0
Webster-White,0,41,0,5,0,0,1
Cherry-Moore,1,10,0,18,0,1,1
Holloway Group,1,19,0,3,0,0,1
Chung-Flores,0,49,1,10,0,0,1
"White, Stevens and White",1,48,1,18,1,1,0
Brady Group,1,4,0,9,1,0,0
Campbell PLC,0,12,1,5,0,1,1
Watson-Faulkner,1,28,1,6,0,1,1
Hunter and Sons,1,42,0,14,0,1,0
"Joseph, Williams and Harris",0,47,1,0,0,0,1
"Yang, Gutierrez and Orr",1,8,0,5,1,0,1
Wolf LLC,1,22,0,1,0,1,0
"Cox, Ford and Martinez",0,4,1,19,1,1,1
Ashley-Melton,1,27,0,0,1,1,1
Reid-Obrien,0,30,1,13,1,1,1
Hernandez Ltd,1,33,1,13,1,0,0
Harris Group,0,34,0,3,0,1,1
Myers-Bailey,1,33,0,9,1,1,1
"Wright, Brown and Jackson",1,24,0,6,0,1,1
Michael and Sons,1,20,0,8,0,1,0
Howard PLC,0,22,0,1,0,0,1
Edwards-Dickson,1,17,0,9,0,1,1
Garcia Inc,1,41,1,2,1,0,1
Hubbard and Sons,1,45,1,19,0,0,1
Gonzalez and Sons,1,14,0,20,1,1,0
Martin-Nguyen,1,18,1,15,1,1,1
Wood-Walsh,1,27,1,9,1,1,0
Smith-Hall,1,11,1,4,0,1,1
"Fox, Morse and Valencia",0,40,1,9,0,0,1
Mendoza-York,1,36,1,14,1,1,0
"Bryan, Guzman and Perez",0,7,0,13,0,0,1
"Smith, Greene and Hogan",0,44,1,16,1,0,1
Gibbs-Thomas,1,26,0,14,1,1,1
Bird and Sons,1,22,0,3,1,0,0
Perry and Sons,1,19,1,1,1,0,1
Saunders and Sons,1,40,1,5,1,0,1
"Wilson, Hamilton and Harris",0,22,1,13,0,0,1
Herrera Group,0,39,0,9,1,1,1
Young-Ross,1,12,1,13,1,1,0
Sanders PLC,1,48,0,20,1,0,1
"Anderson, Curtis and Wiggins",1,44,1,10,1,1,0
Mcclure Group,1,29,1,12,0,1,0
Scott Inc,0,47,1,8,1,0,1
Parker-Gonzalez,1,29,1,8,0,1,0
Petersen PLC,1,39,1,1,1,1,0
Alvarez-Smith,0,50,1,4,0,1,1
Perry Inc,1,28,1,4,1,0,0
Shields-Rodriguez,1,14,1,19,0,1,1
Waters Inc,0,3,1,10,1,1,1
Simmons Ltd,1,31,1,9,1,1,0
Kelly Group,0,28,1,0,0,0,1
Carter LLC,1,19,0,15,0,0,1
Rowe-Anderson,1,3,1,17,1,1,1
Garcia LLC,1,9,0,19,1,1,1
"Smith, Trevino and Harper",0,20,1,6,1,1,1
Nelson Inc,1,3,1,9,0,1,0
Nixon Ltd,0,45,1,17,0,1,1
"Jackson, Green and Robles",0,39,1,19,1,1,0
"Tucker, Warren and Ortiz",1,45,1,15,0,1,1
Logan PLC,1,4,0,13,1,0,1
"Hicks, Scott and Holloway",0,9,1,20,1,1,0
Crawford-Warren,1,28,1,11,1,0,0
Scott-Atkinson,1,7,1,12,1,0,1
Mcmahon-Simmons,0,15,1,2,1,1,0
Becker-Martinez,1,17,1,10,1,1,0
"Kennedy, Hughes and Vasquez",1,28,1,17,1,1,0
"Green, Adams and Williams",0,37,1,8,0,0,1
Smith-Miller,1,22,0,19,1,1,0
Myers LLC,0,27,0,8,0,1,1
"Williams, Delgado and Chen",0,49,0,15,1,1,0
Mcguire Inc,0,30,0,15,1,0,0
Richard PLC,0,13,0,4,0,0,1
"Cook, Goodman and Maldonado",1,10,0,2,0,1,1
Garrison Group,0,15,1,7,0,1,1
Lopez-Holden,1,17,1,15,1,1,0
Hunter and Sons,1,42,0,14,0,1,0
Dunn LLC,0,1,1,8,1,1,0
Stevens PLC,1,8,1,4,1,0,0
"Jackson, Nunez and Williams",1,46,0,6,1,0,0
"Dixon, David and Mason",0,4,0,20,0,1,1
"Li, Morse and Reyes",0,41,1,11,1,1,1
Porter-Baird,0,0,1,16,0,1,1
Powers Inc,1,32,0,5,1,1,0
Rice PLC,0,33,1,20,1,1,0
Cuevas-Chavez,1,18,1,10,0,0,1
"Fisher, Ferguson and Schmitt",1,47,0,17,1,1,0
Stone Inc,1,44,1,1,0,0,1
"Mitchell, Ray and Mcgrath",0,3,0,13,1,1,1
Garcia-Parsons,0,42,1,0,1,0,1
Stokes-Schroeder,1,33,1,6,0,1,1
"Thomas, Lowe and Cole",1,9,0,14,0,0,0
"Hale, Williams and Howard",0,1,0,2,0,0,1
Baxter-Collins,1,38,1,4,1,0,0
"Nguyen, Black and Griffin",1,37,1,12,1,1,0
Scott-Miller,1,42,1,20,1,0,1
Jones-Moore,1,20,0,6,1,1,0
Jones-Griffin,0,14,0,2,0,1,0
Johnson LLC,1,50,0,5,1,0,0
Rodriguez Inc,1,48,0,14,0,1,1
Moreno-Rodgers,0,13,1,12,1,1,0
"Bell, Thompson and Zimmerman",1,21,0,16,0,1,1
"Lopez, Hobbs and Morris",0,7,1,4,0,1,0
Frederick-Schwartz,0,35,0,13,1,1,0
Richardson and Sons,1,40,1,8,0,1,1
Clark Inc,1,44,0,11,0,0,1
"Alexander, Briggs and Jones",0,4,1,17,1,0,0
Sanchez-Morales,1,2,1,20,1,0,1
Johnson-Underwood,1,48,0,6,1,0,0
"Scott, Odonnell and Travis",1,28,1,16,1,1,1
Park-Williams,1,33,1,7,1,1,0
Pacheco-Garcia,1,27,1,16,0,1,1
Woodward-Sullivan,1,25,1,6,1,0,0
"Stewart, Richardson and Ruiz",1,21,0,4,0,0,1
Ward Inc,0,38,0,18,0,0,1
Shaw and Sons,1,49,0,7,1,1,1
York-Pierce,1,35,1,10,0,1,0
Tate PLC,1,20,0,8,1,1,0
"Valdez, Kelly and Dixon",1,23,1,0,0,0,0
"Nunez, Cabrera and Rose",1,17,1,3,1,1,0
"Jones, Golden and Williams",0,26,0,19,1,1,0
"Hall, Bell and Stokes",1,12,1,8,0,1,0
Valenzuela-Williamson,1,6,0,12,0,0,1
